atome code,key code,lenght,
1,1,1
2,1,2
3,1,2
4,1,3
5,1,3
6,1,3
7,1,3
8,1,3
9,1,2
10,1,2
11,1,2
12,1,2
13,1,2
14,1,1
15,1,2
16,1,2
17,1,2
18,1,3
19,1,2
20,1,3
21,1,3
22,1,3
23,1,3
24,1,2
25,1,2
26,1,3
27,1,3
28,1,3
29,1,3
30,1,3
31,1,4
32,1,2
33,1,2
34,1,2
35,1,3
36,1,3
37,1,3
38,1,3
39,1,2
40,1,3
41,1,3
42,1,2
43,1,3
44,1,3
45,1,2
46,1,2
47,1,2
48,1,2
49,1,1
50,1,1
51,1,2
52,1,2
53,2,1
54,2,2
55,2,3
56,2,3
57,2,2
58,2,2
59,2,2
60,2,2
61,2,2
62,2,2
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,1
72,2,2
73,2,1
74,2,1
75,3,1
76,3,3
77,3,2
78,3,2
79,3,2
80,3,2
81,3,1
82,3,1
83,3,1
84,3,2
85,3,2
86,3,3
87,3,2
88,3,1
89,4,1
90,4,2
91,4,2
92,4,2
93,4,2
94,4,1
95,4,3
96,4,2
97,4,1
98,4,2
99,4,2
100,4,1
101,4,1
102,5,1
103,5,3
104,5,2
105,5,3
106,5,2
107,5,2
108,5,2
109,5,3
110,5,3
111,5,2
112,5,2
113,5,3
114,5,1
115,5,1
116,5,1
117,5,1
118,5,2
119,5,2
120,5,3
121,5,3
122,5,1
123,5,3
124,5,1
125,5,1
126,5,1
127,5,1
128,5,4
129,5,3
130,5,3
131,5,2
132,5,1
133,5,3
134,5,3
atome code,key code,lenght,
1,1,1
2,1,2
3,1,2
4,1,3
5,1,3
6,1,3
7,1,3
8,1,3
9,1,2
10,1,2
11,1,2
12,1,2
13,1,2
14,1,1
15,1,2
16,1,2
17,1,2
18,1,3
19,1,2
20,1,3
21,1,3
22,1,3
23,1,3
24,1,2
25,1,2
26,1,3
27,1,3
28,1,3
29,1,3
30,1,3
31,1,4
32,1,2
33,1,2
34,1,2
35,1,3
36,1,3
37,1,3
38,1,3
39,1,2
40,1,3
41,1,3
42,1,2
43,1,3
44,1,3
45,1,2
46,1,2
47,1,2
48,1,2
49,1,1
50,1,1
51,1,2
52,1,2
53,2,1
54,2,2
55,2,3
56,2,3
57,2,2
58,2,2
59,2,2
60,2,2
61,2,2
62,2,2
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,1
72,2,2
73,2,1
74,2,1
75,3,1
76,3,3
77,3,2
78,3,2
79,3,2
80,3,2
81,3,1
82,3,1
83,3,1
84,3,2
85,3,2
86,3,3
87,3,2
88,3,1
89,4,1
90,4,2
91,4,2
92,4,2
93,4,2
94,4,1
95,4,3
96,4,2
97,4,1
98,4,2
99,4,2
100,4,1
101,4,1
102,5,1
103,5,3
104,5,2
105,5,3
106,5,2
107,5,2
108,5,2
109,5,3
110,5,3
111,5,2
112,5,2
113,5,3
114,5,1
115,5,1
116,5,1
117,5,1
118,5,2
119,5,2
120,5,3
121,5,3
122,5,1
123,5,3
124,5,1
125,5,1
126,5,1
127,5,1
128,5,4
129,5,3
130,5,3
131,5,2
132,5,1
133,5,3
134,5,3
atome code,key code,lenght,
1,1,1
2,1,2
3,1,3
4,1,2
5,3,1
6,3,2
7,3,3
8,3,2
9,5,1
10,5,1
11,5,2
12,5,2
13,5,1
14,6,1
15,6,2
16,6,2
17,6,1
18,6,1
19,7,1
20,7,3
21,7,2
22,7,3
